,student_id,date_purchased,purchase_type,purchase_id,total_purchases
1341,269984,2022-07-20,Monthly,1,5
1342,269984,2022-10-11,Monthly,1,5
1343,270000,2022-04-07,Monthly,1,3
1344,270000,2022-05-07,Monthly,1,3
1345,270000,2022-06-07,Monthly,1,3
1346,270003,2022-04-07,Annual,1,1
1347,270009,2022-05-05,Monthly,1,2
1348,270009,2022-05-31,Annual,1,2
1349,270014,2022-04-08,Annual,1,1
1350,270018,2022-04-12,Monthly,1,2
1351,270018,2022-05-12,Monthly,1,2
1352,270022,2022-04-08,Annual,1,1
1353,270036,2022-04-11,Monthly,1,2
1354,270036,2022-05-11,Monthly,1,2
1355,270042,2022-04-09,Monthly,1,4
1356,270042,2022-05-09,Monthly,1,4
1357,270042,2022-06-09,Monthly,1,4
1358,270042,2022-07-09,Monthly,1,4
1359,270062,2022-04-14,Annual,1,1
1360,270075,2022-04-10,Annual,1,1
1361,270098,2022-04-08,Annual,1,1
1362,270099,2022-04-08,Monthly,1,1
1363,270103,2022-04-11,Monthly,1,4
1364,270103,2022-05-11,Monthly,1,4
1365,270103,2022-06-11,Monthly,1,4
1366,270103,2022-10-20,Annual,1,4
1367,270135,2022-04-08,Annual,1,1
1368,270175,2022-04-09,Monthly,1,7
1369,270175,2022-05-09,Monthly,1,7
1370,270175,2022-06-09,Monthly,1,7
1371,270175,2022-07-09,Monthly,1,7
1372,270175,2022-08-09,Monthly,1,7
1373,270175,2022-09-09,Monthly,1,7
1374,270175,2022-10-09,Monthly,1,7
1375,270179,2022-04-10,Monthly,1,3
1376,270179,2022-06-27,Monthly,1,3
1377,270179,2022-10-03,Monthly,1,3
1378,270183,2022-05-30,Annual,1,1
1379,270188,2022-04-21,Monthly,1,3
1380,270188,2022-05-22,Monthly,1,3
1381,270188,2022-05-26,Annual,1,3
1382,270197,2022-04-09,Annual,1,1
1383,270209,2022-04-09,Monthly,1,1
1384,270216,2022-09-30,Annual,1,1
1385,270240,2022-04-10,Quarterly,1,2
1386,270240,2022-07-10,Quarterly,1,2
1387,270244,2022-04-16,Annual,1,1
1388,270245,2022-07-20,Annual,1,1
1389,270247,2022-04-10,Monthly,1,3
1390,270247,2022-06-15,Monthly,1,3
1391,270247,2022-07-15,Monthly,1,3
1392,270263,2022-04-10,Annual,1,1
1393,270265,2022-04-10,Annual,1,1
1394,270324,2022-04-10,Annual,1,1
1395,270363,2022-04-11,Monthly,1,3
1396,270363,2022-05-12,Monthly,1,3
1397,270363,2022-06-17,Monthly,1,3
1398,270367,2022-04-15,Annual,1,1
1399,270393,2022-04-19,Monthly,1,2
1400,270393,2022-05-28,Monthly,1,2
1401,270435,2022-09-20,Monthly,1,1
1402,270455,2022-04-11,Annual,1,1
1403,270460,2022-05-12,Monthly,1,3
1404,270460,2022-06-12,Monthly,1,3
1405,270460,2022-07-12,Monthly,1,3
1406,270474,2022-04-17,Annual,1,1
1407,270478,2022-10-05,Monthly,1,1
1408,270486,2022-04-12,Monthly,1,1
1409,270509,2022-04-30,Monthly,1,2
1410,270509,2022-05-30,Monthly,1,2
1411,270517,2022-04-12,Monthly,1,7
1412,270517,2022-05-12,Monthly,1,7
1413,270517,2022-06-12,Monthly,1,7
1414,270517,2022-07-12,Monthly,1,7
1415,270517,2022-08-12,Monthly,1,7
1416,270517,2022-09-12,Monthly,1,7
1417,270517,2022-10-12,Monthly,1,7
1418,270518,2022-04-12,Annual,1,1
1419,270529,2022-04-13,Annual,1,1
1420,270596,2022-04-12,Annual,1,1
1421,270599,2022-04-20,Monthly,1,2
1422,270599,2022-05-22,Monthly,1,2
1423,270606,2022-04-19,Annual,1,1
1424,270607,2022-09-29,Annual,1,1
1425,270616,2022-04-13,Monthly,1,7
1426,270616,2022-05-13,Monthly,1,7
1427,270616,2022-06-13,Monthly,1,7
1428,270616,2022-07-13,Monthly,1,7
1429,270616,2022-08-13,Monthly,1,7
1430,270616,2022-09-13,Monthly,1,7
1431,270616,2022-10-13,Monthly,1,7
1432,270619,2022-04-13,Monthly,1,3
1433,270619,2022-05-16,Monthly,1,3
1434,270619,2022-06-13,Monthly,1,3
1435,270633,2022-06-04,Monthly,1,1
1436,270648,2022-04-13,Monthly,1,3
1437,270648,2022-05-13,Monthly,1,3
1438,270648,2022-06-13,Monthly,1,3
1439,270671,2022-04-29,Annual,1,1
1440,270700,2022-04-13,Monthly,1,1
1441,270710,2022-04-13,Monthly,1,2
1442,270710,2022-05-13,Monthly,1,2
1443,270725,2022-05-03,Monthly,1,2
1444,270725,2022-06-03,Monthly,1,2
1445,270738,2022-04-13,Annual,1,1
1446,270744,2022-04-22,Monthly,1,2
1447,270744,2022-05-22,Monthly,1,2
1448,270784,2022-04-14,Annual,1,1
1449,270811,2022-04-14,Monthly,1,7
1450,270811,2022-05-14,Monthly,1,7
1451,270811,2022-06-14,Monthly,1,7
1452,270811,2022-07-14,Monthly,1,7
1453,270811,2022-08-14,Monthly,1,7
1454,270811,2022-09-14,Monthly,1,7
1455,270811,2022-10-14,Monthly,1,7
1456,270824,2022-04-18,Monthly,1,7
1457,270824,2022-05-18,Monthly,1,7
1458,270824,2022-06-18,Monthly,1,7
1459,270824,2022-07-18,Monthly,1,7
1460,270824,2022-08-18,Monthly,1,7
1461,270824,2022-09-18,Monthly,1,7
1462,270824,2022-10-20,Monthly,1,7
1463,270833,2022-04-28,Annual,1,1
1464,270848,2022-04-18,Monthly,1,3
1465,270848,2022-05-18,Monthly,1,3
1466,270848,2022-06-18,Monthly,1,3
1467,270898,2022-04-15,Annual,1,1
1468,270902,2022-05-20,Monthly,1,1
1469,270906,2022-04-15,Monthly,1,2
1470,270906,2022-05-15,Monthly,1,2
1471,270911,2022-04-17,Annual,1,1
1472,270928,2022-05-29,Annual,1,1
1473,270930,2022-04-22,Annual,1,1
1474,270931,2022-04-15,Annual,1,1
1475,270957,2022-04-16,Monthly,1,1
1476,270968,2022-04-20,Annual,1,1
1477,270988,2022-06-18,Monthly,1,3
1478,270988,2022-07-18,Monthly,1,3
1479,270988,2022-08-18,Monthly,1,3
1480,271006,2022-04-17,Monthly,1,1
1481,271015,2022-04-16,Annual,1,1
1482,271029,2022-04-17,Annual,1,1
1483,271035,2022-04-17,Annual,1,1
1484,271075,2022-04-17,Monthly,1,1
1485,271077,2022-04-17,Monthly,1,1
1486,271082,2022-05-31,Annual,1,1
1487,271083,2022-04-26,Monthly,1,1
1488,271087,2022-04-17,Monthly,1,1
1489,271089,2022-04-17,Monthly,1,3
1490,271089,2022-05-17,Monthly,1,3
1491,271089,2022-06-17,Monthly,1,3
1492,271094,2022-04-23,Monthly,1,1
1493,271098,2022-05-31,Annual,1,1
1494,271114,2022-05-31,Annual,1,1
1495,271125,2022-05-30,Annual,1,1
1496,271140,2022-05-28,Annual,1,1
1497,271154,2022-04-20,Annual,1,1
1498,271169,2022-06-26,Annual,1,1
1499,271185,2022-05-25,Annual,1,1
1500,271197,2022-04-25,Annual,1,2
1501,271197,2022-09-29,Annual,1,2
1502,271220,2022-04-18,Annual,1,1
1503,271228,2022-04-19,Monthly,1,1
1504,271243,2022-04-28,Annual,1,1
1505,271296,2022-04-19,Monthly,1,1
1506,271300,2022-04-24,Monthly,1,1
1507,271306,2022-07-19,Annual,1,1
1508,271310,2022-04-19,Annual,1,1
1509,271326,2022-04-20,Monthly,1,3
1510,271326,2022-05-20,Monthly,1,3
1511,271326,2022-05-21,Annual,1,3
1512,271338,2022-04-20,Monthly,1,6
1513,271338,2022-05-20,Monthly,1,6
1514,271338,2022-06-20,Monthly,1,6
1515,271338,2022-07-20,Monthly,1,6
1516,271338,2022-08-20,Monthly,1,6
1517,271338,2022-09-19,Annual,1,6
1518,271348,2022-04-20,Annual,1,1
1519,271371,2022-04-26,Annual,1,1
1520,271388,2022-04-20,Annual,1,1
1521,271392,2022-04-20,Monthly,1,1
1522,271426,2022-04-21,Monthly,1,1
1523,271465,2022-04-29,Monthly,1,2
1524,271465,2022-09-23,Monthly,1,2
1525,271488,2022-04-27,Annual,1,1
1526,271508,2022-05-20,Annual,1,1
1527,271519,2022-04-27,Annual,1,1
1528,271543,2022-04-22,Annual,1,1
1529,271557,2022-04-22,Monthly,1,2
1530,271557,2022-05-22,Monthly,1,2
1531,271605,2022-05-23,Annual,1,1
1532,271617,2022-04-28,Annual,1,1
1533,271664,2022-04-25,Monthly,1,5
1534,271664,2022-05-26,Monthly,1,5
1535,271664,2022-06-25,Monthly,1,5
1536,271664,2022-07-25,Monthly,1,5
1537,271664,2022-08-25,Monthly,1,5
1538,271670,2022-04-23,Annual,1,1
1539,271720,2022-04-23,Annual,1,1
1540,271755,2022-04-24,Annual,1,1
1541,271760,2022-04-24,Annual,1,1
1542,271761,2022-04-26,Annual,1,1
1543,271768,2022-04-25,Annual,1,1
1544,271787,2022-04-25,Annual,1,1
1545,271800,2022-05-01,Annual,1,1
1546,271806,2022-05-07,Monthly,1,1
1547,271837,2022-06-18,Quarterly,1,1
1548,271841,2022-07-18,Annual,1,1
1549,271849,2022-07-29,Annual,1,1
1550,271851,2022-04-25,Annual,1,1
1551,271856,2022-05-31,Annual,1,1
1552,271872,2022-04-28,Annual,1,1
1553,271896,2022-04-26,Annual,1,1
1554,271903,2022-04-28,Annual,1,1
1555,271925,2022-06-01,Annual,1,1
1556,271935,2022-09-27,Annual,1,1
1557,271950,2022-04-26,Monthly,1,6
1558,271950,2022-05-26,Monthly,1,6
1559,271950,2022-06-26,Monthly,1,6
1560,271950,2022-07-26,Monthly,1,6
1561,271950,2022-08-26,Monthly,1,6
1562,271950,2022-09-26,Monthly,1,6
1563,271951,2022-04-26,Annual,1,1
1564,271991,2022-04-26,Annual,1,1
1565,272001,2022-04-26,Monthly,1,1
1566,272017,2022-04-26,Monthly,1,1
1567,272027,2022-04-26,Monthly,1,4
1568,272027,2022-05-26,Monthly,1,4
1569,272027,2022-06-26,Monthly,1,4
1570,272027,2022-07-29,Monthly,1,4
1571,272029,2022-04-26,Annual,1,1
1572,272035,2022-04-26,Annual,1,1
1573,272050,2022-07-22,Annual,1,1
1574,272058,2022-05-25,Annual,1,1
1575,272063,2022-04-26,Annual,1,1
1576,272083,2022-04-27,Monthly,1,1
1577,272089,2022-07-23,Annual,1,1
1578,272128,2022-05-03,Annual,1,1
1579,272144,2022-07-24,Annual,1,1
1580,272145,2022-07-25,Annual,1,1
1581,272157,2022-05-01,Monthly,1,6
1582,272157,2022-06-01,Monthly,1,6
1583,272157,2022-07-01,Monthly,1,6
1584,272157,2022-08-01,Monthly,1,6
1585,272157,2022-09-01,Monthly,1,6
1586,272157,2022-10-01,Monthly,1,6
1587,272175,2022-05-16,Monthly,1,2
1588,272175,2022-06-16,Monthly,1,2
1589,272191,2022-04-28,Monthly,1,1
1590,272198,2022-04-28,Monthly,1,1
1591,272199,2022-04-28,Monthly,1,3
1592,272199,2022-05-28,Monthly,1,3
1593,272199,2022-06-28,Monthly,1,3
1594,272213,2022-06-28,Annual,1,1
1595,272255,2022-04-28,Monthly,1,2
1596,272255,2022-05-28,Monthly,1,2
1597,272261,2022-05-03,Monthly,1,2
1598,272261,2022-05-31,Annual,1,2
1599,272282,2022-05-05,Annual,1,1
1600,272283,2022-05-05,Annual,1,1
1601,272359,2022-05-03,Annual,1,1
1602,272425,2022-04-30,Annual,1,1
1603,272437,2022-05-01,Monthly,1,1
1604,272452,2022-05-04,Annual,1,1
1605,272463,2022-04-30,Annual,1,1
1606,272472,2022-04-30,Monthly,1,2
1607,272472,2022-05-20,Annual,1,2
1608,272504,2022-05-21,Annual,1,1
1609,272510,2022-05-03,Annual,1,1
1610,272543,2022-05-01,Monthly,1,1
1611,272544,2022-06-20,Monthly,1,1
1612,272570,2022-06-01,Annual,1,1
1613,272586,2022-05-31,Annual,1,1
1614,272596,2022-05-05,Monthly,1,3
1615,272596,2022-06-09,Monthly,1,3
1616,272596,2022-07-16,Quarterly,1,3
1617,272616,2022-05-04,Monthly,1,1
1618,272659,2022-05-03,Annual,1,1
1619,272696,2022-05-03,Monthly,1,3
1620,272696,2022-06-03,Monthly,1,3
1621,272696,2022-08-04,Quarterly,1,3
1622,272717,2022-05-03,Monthly,1,3
1623,272717,2022-06-03,Monthly,1,3
1624,272717,2022-07-03,Monthly,1,3
1625,272755,2022-05-10,Annual,1,1
1626,272792,2022-06-18,Monthly,1,3
1627,272792,2022-07-18,Monthly,1,3
1628,272792,2022-08-24,Monthly,1,3
1629,272838,2022-05-04,Annual,1,1
1630,272842,2022-05-08,Monthly,1,3
1631,272842,2022-06-08,Monthly,1,3
1632,272842,2022-07-08,Monthly,1,3
1633,272865,2022-05-08,Monthly,1,2
1634,272865,2022-06-08,Monthly,1,2
1635,272887,2022-06-14,Annual,1,1
1636,272902,2022-05-05,Monthly,1,1
1637,272903,2022-05-05,Monthly,1,1
1638,272906,2022-05-09,Annual,1,1
1639,272909,2022-05-05,Annual,1,1
1640,272918,2022-05-13,Monthly,1,1
1641,272923,2022-05-12,Annual,1,1
1642,272965,2022-05-06,Monthly,1,2
1643,272965,2022-05-31,Annual,1,2
1644,272977,2022-05-11,Quarterly,1,3
1645,272977,2022-08-20,Monthly,1,3
1646,272977,2022-09-20,Monthly,1,3
1647,272979,2022-05-07,Monthly,1,4
1648,272979,2022-06-07,Monthly,1,4
1649,272979,2022-07-07,Monthly,1,4
1650,272979,2022-08-07,Monthly,1,4
1651,272983,2022-05-06,Annual,1,1
1652,272991,2022-05-06,Annual,1,1
1653,273017,2022-05-06,Monthly,1,2
1654,273017,2022-06-06,Monthly,1,2
1655,273034,2022-05-07,Monthly,1,2
1656,273034,2022-06-07,Monthly,1,2
1657,273060,2022-05-12,Annual,1,1
1658,273068,2022-05-14,Annual,1,1
1659,273117,2022-05-07,Monthly,1,1
1660,273126,2022-05-07,Annual,1,1
1661,273131,2022-05-08,Annual,1,1
1662,273132,2022-08-12,Monthly,1,2
1663,273132,2022-09-12,Monthly,1,2
1664,273136,2022-07-27,Annual,1,1
1665,273161,2022-07-18,Annual,1,1
1666,273164,2022-05-08,Monthly,1,1
1667,273214,2022-05-08,Annual,1,1
1668,273235,2022-05-08,Annual,1,1
1669,273249,2022-05-15,Annual,1,1
1670,273329,2022-05-20,Annual,1,1
1671,273371,2022-05-10,Monthly,1,1
1672,273423,2022-05-11,Monthly,1,4
1673,273423,2022-06-11,Monthly,1,4
1674,273423,2022-07-11,Monthly,1,4
1675,273423,2022-08-11,Monthly,1,4
1676,273443,2022-09-20,Annual,1,1
1677,273486,2022-05-18,Monthly,1,1
1678,273499,2022-05-11,Annual,1,1
1679,273523,2022-05-16,Annual,1,1
1680,273628,2022-05-12,Annual,1,1
1681,273630,2022-05-12,Annual,1,1
1682,273654,2022-05-12,Monthly,1,1
1683,273671,2022-05-12,Monthly,1,2
1684,273671,2022-06-01,Annual,1,2
1685,273695,2022-05-12,Monthly,1,5
1686,273695,2022-06-12,Monthly,1,5
1687,273695,2022-07-12,Monthly,1,5
1688,273695,2022-08-12,Monthly,1,5
1689,273695,2022-09-12,Monthly,1,5
1690,273723,2022-07-31,Annual,1,1
1691,273763,2022-05-13,Annual,1,1
1692,273839,2022-05-13,Annual,1,1
1693,273841,2022-05-17,Annual,1,1
1694,273846,2022-05-16,Annual,1,1
1695,273852,2022-07-19,Annual,1,1
1696,273862,2022-06-13,Monthly,1,4
1697,273862,2022-07-13,Monthly,1,4
1698,273862,2022-08-13,Monthly,1,4
1699,273862,2022-09-13,Monthly,1,4
1700,273936,2022-05-30,Annual,1,1
1701,273953,2022-05-15,Monthly,1,2
1702,273953,2022-06-15,Monthly,1,2
1703,273978,2022-05-15,Annual,1,1
1704,273992,2022-05-30,Annual,1,1
1705,273994,2022-05-21,Annual,1,1
1706,274000,2022-05-15,Annual,1,1
1707,274039,2022-05-15,Annual,1,1
1708,274050,2022-05-31,Annual,1,1
1709,274057,2022-05-15,Annual,1,1
1710,274070,2022-05-20,Annual,1,1
1711,274087,2022-05-30,Annual,1,1
1712,274130,2022-05-25,Annual,1,1
1713,274137,2022-05-16,Annual,1,1
1714,274157,2022-05-17,Monthly,1,2
1715,274157,2022-06-17,Monthly,1,2
1716,274162,2022-05-16,Annual,1,1
1717,274163,2022-05-16,Annual,1,1
1718,274166,2022-05-16,Monthly,1,5
1719,274166,2022-06-16,Monthly,1,5
1720,274166,2022-07-16,Monthly,1,5
1721,274166,2022-08-16,Monthly,1,5
1722,274166,2022-08-31,Quarterly,1,5
1723,274209,2022-05-18,Annual,1,1
1724,274269,2022-05-17,Annual,1,1
1725,274273,2022-05-17,Annual,1,1
1726,274276,2022-05-18,Monthly,1,4
1727,274276,2022-06-18,Monthly,1,4
1728,274276,2022-07-18,Monthly,1,4
1729,274276,2022-08-18,Monthly,1,4
1730,274278,2022-05-30,Annual,1,1
1731,274317,2022-09-19,Annual,1,1
1732,274371,2022-05-19,Monthly,1,1
1733,274377,2022-05-18,Annual,1,1
1734,274382,2022-05-18,Annual,1,1
1735,274402,2022-05-20,Monthly,1,4
1736,274402,2022-06-20,Monthly,1,4
1737,274402,2022-07-20,Monthly,1,4
1738,274402,2022-08-20,Monthly,1,4
1739,274433,2022-05-20,Monthly,1,5
1740,274433,2022-06-20,Monthly,1,5
1741,274433,2022-07-20,Monthly,1,5
1742,274433,2022-08-20,Monthly,1,5
1743,274433,2022-09-20,Monthly,1,5
1744,274438,2022-05-19,Annual,1,1
1745,274460,2022-06-07,Monthly,1,5
1746,274460,2022-07-07,Monthly,1,5
1747,274460,2022-08-07,Monthly,1,5
1748,274460,2022-09-07,Monthly,1,5
1749,274460,2022-10-07,Monthly,1,5
1750,274464,2022-07-10,Monthly,1,2
1751,274464,2022-08-10,Monthly,1,2
1752,274475,2022-05-31,Annual,1,1
1753,274498,2022-05-21,Annual,1,1
1754,274501,2022-05-22,Monthly,1,1
1755,274521,2022-05-20,Annual,1,1
1756,274536,2022-05-20,Annual,1,1
1757,274552,2022-06-16,Annual,1,1
1758,274564,2022-05-23,Annual,1,1
1759,274572,2022-05-21,Annual,1,1
1760,274576,2022-05-20,Annual,1,1
1761,274585,2022-05-20,Annual,1,1
1762,274589,2022-05-20,Monthly,1,3
1763,274589,2022-06-20,Monthly,1,3
1764,274589,2022-07-20,Monthly,1,3
1765,274597,2022-05-20,Annual,1,1
1766,274611,2022-05-31,Annual,1,1
1767,274630,2022-05-23,Annual,1,1
1768,274631,2022-05-21,Annual,1,1
1769,274639,2022-05-21,Annual,1,1
1770,274645,2022-05-29,Annual,1,1
1771,274652,2022-05-21,Annual,1,1
1772,274663,2022-05-31,Annual,1,1
1773,274681,2022-05-28,Annual,1,1
1774,274684,2022-05-22,Annual,1,1
1775,274723,2022-06-27,Monthly,1,1
1776,274746,2022-06-01,Annual,1,1
1777,274766,2022-05-23,Annual,1,1
1778,274779,2022-05-23,Annual,1,1
1779,274780,2022-05-23,Annual,1,1
1780,274781,2022-08-07,Monthly,1,2
1781,274781,2022-09-07,Monthly,1,2
1782,274798,2022-05-23,Annual,1,1
1783,274814,2022-05-23,Annual,1,1
1784,274825,2022-05-23,Annual,1,1
1785,274836,2022-05-26,Monthly,1,4
1786,274836,2022-06-26,Monthly,1,4
1787,274836,2022-07-26,Monthly,1,4
1788,274836,2022-10-20,Annual,1,4
1789,274838,2022-05-23,Annual,1,1
1790,274847,2022-05-23,Annual,1,1
1791,274861,2022-05-30,Annual,1,1
1792,274879,2022-05-25,Annual,1,1
1793,274880,2022-05-26,Annual,1,1
1794,274882,2022-05-30,Annual,1,1
1795,274893,2022-09-20,Annual,1,1
1796,274901,2022-05-30,Annual,1,1
1797,274904,2022-05-25,Monthly,1,5
1798,274904,2022-06-25,Monthly,1,5
1799,274904,2022-07-25,Monthly,1,5
1800,274904,2022-08-25,Monthly,1,5
1801,274904,2022-09-25,Monthly,1,5
1802,274906,2022-05-30,Annual,1,1
1803,274908,2022-05-24,Annual,1,1
1804,274940,2022-05-24,Annual,1,1
1805,274951,2022-05-24,Annual,1,1
1806,274958,2022-05-25,Annual,1,1
1807,274985,2022-05-25,Annual,1,1
1808,274994,2022-06-01,Annual,1,1
1809,274996,2022-05-25,Annual,1,1
1810,274999,2022-05-27,Annual,1,1
1811,275008,2022-05-29,Annual,1,1
1812,275021,2022-05-25,Annual,1,1
1813,275033,2022-05-29,Annual,1,1
1814,275039,2022-05-31,Monthly,1,1
1815,275045,2022-07-09,Monthly,1,3
1816,275045,2022-08-09,Monthly,1,3
1817,275045,2022-09-10,Monthly,1,3
1818,275049,2022-05-25,Annual,1,1
1819,275050,2022-05-25,Annual,1,1
1820,275056,2022-05-25,Annual,1,1
1821,275069,2022-05-26,Annual,1,1
1822,275081,2022-05-26,Annual,1,1
1823,275092,2022-05-28,Annual,1,1
1824,275100,2022-05-31,Annual,1,1
1825,275103,2022-05-27,Annual,1,1
1826,275112,2022-05-26,Annual,1,1
1827,275113,2022-05-26,Annual,1,1
1828,275126,2022-05-26,Annual,1,1
1829,275129,2022-05-26,Annual,1,1
1830,275132,2022-05-31,Annual,1,1
1831,275148,2022-05-31,Annual,1,1
1832,275154,2022-05-27,Annual,1,1
1833,275158,2022-05-31,Monthly,1,5
1834,275158,2022-06-30,Monthly,1,5
1835,275158,2022-08-01,Monthly,1,5
1836,275158,2022-08-30,Monthly,1,5
1837,275158,2022-09-30,Monthly,1,5
1838,275163,2022-05-31,Annual,1,1
1839,275165,2022-06-01,Annual,1,1
1840,275173,2022-06-18,Monthly,1,4
1841,275173,2022-07-18,Monthly,1,4
1842,275173,2022-08-19,Monthly,1,4
1843,275173,2022-09-19,Monthly,1,4
1844,275215,2022-10-20,Annual,1,1
1845,275246,2022-05-28,Annual,1,1
1846,275253,2022-06-01,Annual,1,1
1847,275273,2022-05-28,Annual,1,1
1848,275275,2022-05-28,Annual,1,1
1849,275276,2022-05-28,Annual,1,1
1850,275277,2022-05-28,Annual,1,1
1851,275282,2022-05-28,Monthly,1,1
1852,275286,2022-05-29,Annual,1,1
1853,275290,2022-05-29,Annual,1,1
1854,275292,2022-05-28,Annual,1,1
1855,275293,2022-05-29,Annual,1,1
1856,275295,2022-05-28,Annual,1,1
1857,275307,2022-07-23,Annual,1,1
1858,275334,2022-05-29,Annual,1,1
1859,275343,2022-05-29,Annual,1,1
1860,275346,2022-05-29,Annual,1,1
1861,275347,2022-05-29,Annual,1,1
1862,275362,2022-05-31,Annual,1,1
1863,275371,2022-05-29,Annual,1,1
1864,275373,2022-05-29,Annual,1,1
1865,275375,2022-05-29,Annual,1,1
1866,275389,2022-05-30,Monthly,1,5
1867,275389,2022-07-02,Monthly,1,5
1868,275389,2022-07-31,Monthly,1,5
1869,275389,2022-08-30,Monthly,1,5
1870,275389,2022-10-02,Monthly,1,5
1871,275402,2022-05-30,Annual,1,1
1872,275408,2022-05-31,Annual,1,1
1873,275412,2022-05-30,Annual,1,1
1874,275413,2022-05-31,Annual,1,1
1875,275422,2022-05-31,Annual,1,1
1876,275438,2022-05-30,Annual,1,1
1877,275440,2022-06-01,Annual,1,1
1878,275442,2022-05-30,Annual,1,1
1879,275444,2022-05-30,Annual,1,1
1880,275445,2022-10-20,Monthly,1,1
1881,275449,2022-05-30,Annual,1,1
1882,275457,2022-06-01,Annual,1,1
1883,275461,2022-09-30,Annual,1,1
1884,275463,2022-06-08,Monthly,1,5
1885,275463,2022-07-08,Monthly,1,5
1886,275463,2022-08-12,Monthly,1,5
1887,275463,2022-09-08,Monthly,1,5
1888,275463,2022-10-17,Monthly,1,5
1889,275468,2022-05-30,Annual,1,1
1890,275470,2022-05-31,Annual,1,1
1891,275479,2022-05-30,Annual,1,1
1892,275486,2022-05-31,Annual,1,1
1893,275490,2022-05-31,Annual,1,1
1894,275495,2022-06-01,Annual,1,1
1895,275498,2022-05-31,Annual,1,1
1896,275503,2022-05-31,Annual,1,1
1897,275505,2022-08-28,Annual,1,1
1898,275510,2022-05-31,Annual,1,1
1899,275513,2022-05-31,Annual,1,1
1900,275516,2022-06-01,Annual,1,1
1901,275518,2022-06-01,Annual,1,1
1902,275529,2022-05-31,Annual,1,1
1903,275532,2022-05-31,Annual,1,1
1904,275533,2022-05-31,Annual,1,1
1905,275534,2022-06-01,Annual,1,1
1906,275548,2022-05-31,Annual,1,1
1907,275552,2022-05-31,Annual,1,1
1908,275554,2022-05-31,Annual,1,1
1909,275566,2022-05-31,Annual,1,1
1910,275567,2022-06-02,Monthly,1,1
1911,275570,2022-06-16,Monthly,1,5
1912,275570,2022-07-17,Monthly,1,5
1913,275570,2022-08-16,Monthly,1,5
1914,275570,2022-09-17,Monthly,1,5
1915,275570,2022-10-16,Monthly,1,5
1916,275571,2022-06-01,Annual,1,1
1917,275572,2022-05-31,Annual,1,1
1918,275574,2022-05-31,Annual,1,1
1919,275582,2022-05-31,Annual,1,1
1920,275583,2022-05-31,Annual,1,1
1921,275589,2022-06-01,Annual,1,1
1922,275590,2022-05-31,Annual,1,1
1923,275591,2022-05-31,Annual,1,1
1924,275592,2022-06-01,Annual,1,1
1925,275593,2022-06-01,Annual,1,1
1926,275598,2022-06-01,Annual,1,1
1927,275612,2022-06-01,Annual,1,1
1928,275624,2022-06-01,Annual,1,1
1929,275629,2022-06-01,Annual,1,1
1930,275637,2022-06-01,Annual,1,1
1931,275644,2022-06-01,Annual,1,1
1932,275659,2022-06-01,Annual,1,1
1933,275660,2022-06-01,Annual,1,1
1934,275664,2022-06-01,Annual,1,1
1935,275677,2022-06-01,Annual,1,1
1936,275682,2022-06-01,Annual,1,1
1937,275684,2022-06-01,Annual,1,1
1938,275689,2022-06-01,Annual,1,1
1939,275694,2022-06-01,Annual,1,1
1940,275741,2022-06-01,Annual,1,1
1941,275757,2022-06-01,Annual,1,1
1942,275766,2022-09-22,Monthly,1,1
1943,275786,2022-07-15,Monthly,1,4
1944,275786,2022-08-24,Monthly,1,4
1945,275786,2022-09-15,Monthly,1,4
1946,275786,2022-10-15,Monthly,1,4
1947,275788,2022-06-02,Monthly,1,1
1948,275799,2022-06-03,Annual,1,1
1949,275800,2022-07-11,Monthly,1,2
1950,275800,2022-08-11,Monthly,1,2
1951,275992,2022-06-02,Annual,1,1
1952,276104,2022-06-09,Annual,1,1
1953,276112,2022-06-02,Annual,1,1
1954,276130,2022-06-07,Annual,1,1
1955,276135,2022-06-06,Annual,1,1
1956,276232,2022-06-03,Annual,1,1
1957,276265,2022-06-06,Monthly,1,1
1958,276383,2022-06-05,Annual,1,1
1959,276395,2022-06-03,Monthly,1,3
1960,276395,2022-07-03,Monthly,1,3
1961,276395,2022-08-03,Monthly,1,3
1962,276414,2022-06-03,Monthly,1,1
1963,276420,2022-06-03,Annual,1,1
1964,276439,2022-06-04,Monthly,1,4
1965,276439,2022-07-04,Monthly,1,4
1966,276439,2022-08-04,Monthly,1,4
1967,276439,2022-09-04,Monthly,1,4
1968,276479,2022-06-04,Annual,1,1
1969,276480,2022-06-04,Annual,1,1
1970,276490,2022-06-04,Monthly,1,1
1971,276510,2022-06-04,Annual,1,1
1972,276542,2022-06-13,Monthly,1,2
1973,276542,2022-07-15,Monthly,1,2
1974,276553,2022-06-04,Annual,1,1
1975,276562,2022-06-04,Monthly,1,3
1976,276562,2022-07-04,Monthly,1,3
1977,276562,2022-08-05,Monthly,1,3
1978,276598,2022-06-11,Annual,1,1
1979,276666,2022-06-05,Annual,1,1
1980,276671,2022-06-05,Annual,1,1
1981,276781,2022-06-12,Annual,1,1
1982,276783,2022-06-06,Monthly,1,4
1983,276783,2022-07-06,Monthly,1,4
1984,276783,2022-08-06,Monthly,1,4
1985,276783,2022-09-06,Monthly,1,4
1986,276784,2022-06-06,Monthly,1,5
1987,276784,2022-07-06,Monthly,1,5
1988,276784,2022-08-06,Monthly,1,5
1989,276784,2022-09-06,Monthly,1,5
